State,County,Soil_Texture,Soil_pH,Organic_Matter(%),Soil_Depth(cm),Drainage_Class
ILLINOIS,OTHER (COMBINED) COUNTIES,Loam,6.42,3.06,50,Poorly Drained
INDIANA,OTHER (COMBINED) COUNTIES,Silt,5.68,3.76,50,Moderately Drained
INDIANA,CRAWFORD,Loam,6.61,4.35,75,Moderately Drained
IOWA,OTHER (COMBINED) COUNTIES,Silt,6.78,2.29,50,Moderately Drained
KANSAS,OTHER (COMBINED) COUNTIES,Clay,6.91,4.56,75,Poorly Drained
KANSAS,CLARK,Silt,6.25,1.64,100,Poorly Drained
KENTUCKY,OTHER (COMBINED) COUNTIES,Sandy Loam,6.63,1.69,125,Well Drained
KENTUCKY,POWELL,Clay,6.4,2.07,75,Moderately Drained
KENTUCKY,LYON,Sandy Loam,6.84,1.48,125,Well Drained
LOUISIANA,OTHER (COMBINED) COUNTIES,Loam,6.67,1.92,100,Well Drained
MARYLAND,OTHER (COMBINED) COUNTIES,Loam,6.55,1.43,50,Moderately Drained
MARYLAND,ALLEGANY,Loam,6.0,4.29,100,Poorly Drained
MICHIGAN,OTHER (COMBINED) COUNTIES,Silt,5.5,1.56,125,Poorly Drained
MINNESOTA,OTHER (COMBINED) COUNTIES,Clay,5.85,3.99,100,Well Drained
MISSISSIPPI,OTHER (COMBINED) COUNTIES,Loam,5.73,1.19,50,Well Drained
MISSISSIPPI,JEFFERSON DAVIS,Loam,6.4,4.79,100,Well Drained
MISSISSIPPI,ADAMS,Clay,6.72,3.84,50,Well Drained
MISSOURI,OTHER (COMBINED) COUNTIES,Loam,5.93,1.03,75,Moderately Drained
NEBRASKA,OTHER (COMBINED) COUNTIES,Sandy Loam,7.38,4.06,125,Well Drained
NEBRASKA,ANTELOPE,Clay,5.51,3.06,50,Well Drained
NEW YORK,OTHER (COMBINED) COUNTIES,Clay,7.04,4.12,50,Poorly Drained
NORTH CAROLINA,OTHER (COMBINED) COUNTIES,Clay,6.75,3.09,100,Poorly Drained
NORTH DAKOTA,OTHER (COMBINED) COUNTIES,Sandy Loam,6.25,3.56,75,Poorly Drained
OHIO,OTHER (COMBINED) COUNTIES,Clay,5.6,4.15,50,Moderately Drained
OKLAHOMA,OTHER (COMBINED) COUNTIES,Sandy Loam,6.75,2.62,75,Moderately Drained
PENNSYLVANIA,OTHER (COMBINED) COUNTIES,Clay,6.27,1.01,75,Poorly Drained
SOUTH CAROLINA,OTHER (COMBINED) COUNTIES,Silt,7.37,4.4,100,Poorly Drained
SOUTH DAKOTA,OTHER (COMBINED) COUNTIES,Loam,6.58,2.52,50,Well Drained
TENNESSEE,OTHER (COMBINED) COUNTIES,Silt,7.38,2.98,100,Well Drained
TENNESSEE,CLAIBORNE,Loam,5.94,1.03,125,Moderately Drained
TEXAS,OTHER (COMBINED) COUNTIES,Sandy Loam,6.95,2.97,125,Moderately Drained
TEXAS,CONCHO,Silt,6.73,4.95,50,Well Drained
TEXAS,FLOYD,Clay,6.98,2.11,75,Poorly Drained
TEXAS,RANDALL,Loam,5.93,2.58,50,Well Drained
VIRGINIA,LOUISA,Loam,6.83,3.75,50,Moderately Drained
VIRGINIA,OTHER (COMBINED) COUNTIES,Silt,6.5,4.26,125,Moderately Drained
WASHINGTON,OTHER (COMBINED) COUNTIES,Sandy Loam,6.99,2.67,125,Well Drained
WISCONSIN,OTHER (COMBINED) COUNTIES,Silt,6.15,2.24,75,Well Drained
ALABAMA,CRENSHAW,Sandy Loam,7.28,4.75,75,Well Drained
CALIFORNIA,SOLANO,Sandy Loam,5.67,3.71,50,Moderately Drained
CALIFORNIA,STANISLAUS,Loam,7.11,1.48,100,Poorly Drained
GEORGIA,MONTGOMERY,Silt,7.22,1.28,50,Well Drained
GEORGIA,DOOLY,Silt,7.13,2.93,75,Moderately Drained
GEORGIA,EVANS,Sandy Loam,6.53,1.88,100,Moderately Drained
GEORGIA,DOUGHERTY,Silt,6.38,2.02,125,Moderately Drained
GEORGIA,MARION,Clay,7.49,4.51,75,Well Drained
GEORGIA,MERIWETHER,Clay,5.96,1.36,75,Well Drained
IDAHO,CASSIA,Silt,6.59,3.86,100,Poorly Drained
MISSOURI,NODAWAY,Silt,6.84,2.08,75,Moderately Drained
NORTH CAROLINA,GASTON,Sandy Loam,6.9,4.04,75,Well Drained
NORTH DAKOTA,BURKE,Clay,5.91,3.89,75,Moderately Drained
OKLAHOMA,MCCURTAIN,Clay,6.81,1.03,75,Moderately Drained
PENNSYLVANIA,POTTER,Loam,7.14,3.04,75,Poorly Drained
PENNSYLVANIA,SUSQUEHANNA,Sandy Loam,5.6,1.56,75,Well Drained
TENNESSEE,SHELBY,Loam,7.32,4.46,75,Well Drained
TENNESSEE,POLK,Clay,5.56,4.49,75,Moderately Drained
TEXAS,DENTON,Sandy Loam,6.21,2.67,125,Moderately Drained
VIRGINIA,KING GEORGE,Silt,5.53,2.78,75,Poorly Drained
VIRGINIA,RUSSELL,Sandy Loam,5.65,2.21,125,Poorly Drained
ALABAMA,BULLOCK,Silt,7.32,3.87,125,Poorly Drained
ALABAMA,CLEBURNE,Silt,6.21,2.43,50,Poorly Drained
GEORGIA,HOUSTON,Sandy Loam,6.35,2.07,50,Poorly Drained
KENTUCKY,JEFFERSON,Silt,5.93,2.73,125,Poorly Drained
MINNESOTA,PENNINGTON,Loam,6.69,1.37,125,Moderately Drained
MISSISSIPPI,SCOTT,Clay,6.69,3.99,75,Poorly Drained
NEW YORK,CLINTON,Silt,6.24,1.05,50,Moderately Drained
OKLAHOMA,LINCOLN,Loam,6.17,3.58,100,Moderately Drained
OKLAHOMA,OKMULGEE,Silt,7.27,1.73,50,Well Drained
OKLAHOMA,SEQUOYAH,Clay,6.27,1.93,125,Moderately Drained
OKLAHOMA,BRYAN,Loam,6.49,3.54,125,Moderately Drained
TENNESSEE,CLAY,Clay,6.07,4.97,75,Poorly Drained
TENNESSEE,CARTER,Clay,7.07,4.11,75,Moderately Drained
TENNESSEE,JOHNSON,Loam,6.29,1.9,50,Poorly Drained
TEXAS,ARMSTRONG,Loam,6.53,1.7,75,Poorly Drained
TEXAS,BRISCOE,Loam,6.01,4.46,100,Poorly Drained
TEXAS,CASTRO,Sandy Loam,7.48,2.78,100,Well Drained
TEXAS,ROBERTS,Loam,6.08,1.55,75,Poorly Drained
TEXAS,COCHRAN,Loam,7.04,4.45,100,Moderately Drained
VIRGINIA,BUCKINGHAM,Loam,6.35,4.26,100,Poorly Drained
VIRGINIA,LOUDOUN,Loam,5.91,4.94,50,Poorly Drained
WISCONSIN,ASHLAND,Silt,7.1,4.64,100,Poorly Drained
ALABAMA,LAMAR,Sandy Loam,6.17,4.41,125,Well Drained
ALABAMA,SHELBY,Clay,7.23,1.21,125,Moderately Drained
ALABAMA,TALLAPOOSA,Loam,7.33,1.42,50,Well Drained
ARKANSAS,CRAWFORD,Silt,7.22,3.28,75,Moderately Drained
CALIFORNIA,FRESNO,Silt,5.57,3.13,50,Well Drained
CALIFORNIA,MERCED,Silt,7.07,2.83,75,Moderately Drained
GEORGIA,LANIER,Clay,6.32,2.59,75,Well Drained
KANSAS,RUSH,Loam,7.25,2.72,75,Poorly Drained
KANSAS,KEARNY,Sandy Loam,6.78,3.28,75,Well Drained
KENTUCKY,NELSON,Sandy Loam,7.17,1.01,75,Well Drained
MINNESOTA,ST. LOUIS,Silt,6.5,2.04,50,Poorly Drained
MISSOURI,MADISON,Clay,6.57,3.07,75,Poorly Drained
MONTANA,OTHER (COMBINED) COUNTIES,Clay,5.79,3.89,100,Moderately Drained
MONTANA,DAWSON,Clay,7.07,1.7,100,Moderately Drained
MONTANA,GARFIELD,Sandy Loam,6.34,3.19,75,Moderately Drained
MONTANA,RICHLAND,Silt,6.5,3.86,100,Well Drained
MONTANA,SHERIDAN,Loam,7.07,2.78,125,Moderately Drained
MONTANA,VALLEY,Sandy Loam,6.7,1.11,50,Well Drained
MONTANA,CARBON,Silt,5.9,2.8,50,Well Drained
MONTANA,YELLOWSTONE,Silt,6.68,2.19,75,Moderately Drained
MONTANA,FALLON,Loam,6.32,4.72,75,Moderately Drained
NEBRASKA,BLAINE,Loam,6.44,1.5,125,Well Drained
NEBRASKA,MCPHERSON,Loam,5.56,3.61,75,Poorly Drained
NEBRASKA,BANNER,Clay,5.92,1.21,100,Poorly Drained
NEW JERSEY,BURLINGTON,Loam,6.06,2.78,125,Well Drained
NEW JERSEY,MERCER,Silt,6.93,3.22,100,Moderately Drained
NEW JERSEY,MIDDLESEX,Loam,5.52,2.19,50,Well Drained
NEW JERSEY,OTHER (COMBINED) COUNTIES,Silt,6.32,2.82,100,Well Drained
NEW JERSEY,HUNTERDON,Sandy Loam,7.35,1.65,50,Moderately Drained
NEW JERSEY,WARREN,Clay,5.72,2.22,100,Poorly Drained
NEW JERSEY,ATLANTIC,Sandy Loam,6.53,3.48,50,Well Drained
NEW JERSEY,CUMBERLAND,Sandy Loam,7.07,2.21,75,Poorly Drained
NEW JERSEY,GLOUCESTER,Silt,7.39,4.6,100,Poorly Drained
NEW JERSEY,SALEM,Sandy Loam,6.99,3.51,50,Moderately Drained
NEW MEXICO,CURRY,Silt,6.94,2.75,100,Well Drained
NEW MEXICO,OTHER (COMBINED) COUNTIES,Loam,7.15,1.16,125,Well Drained
NEW MEXICO,QUAY,Loam,6.39,3.0,75,Poorly Drained
NEW MEXICO,UNION,Silt,7.11,4.06,50,Poorly Drained
OKLAHOMA,CLEVELAND,Loam,5.52,2.06,125,Moderately Drained
OKLAHOMA,KINGFISHER,Clay,7.35,4.23,100,Poorly Drained
OKLAHOMA,OSAGE,Sandy Loam,6.39,2.01,125,Moderately Drained
SOUTH CAROLINA,SPARTANBURG,Clay,6.61,4.29,100,Well Drained
TENNESSEE,GRUNDY,Sandy Loam,6.01,1.34,75,Moderately Drained
TEXAS,STARR,Loam,6.99,4.46,125,Poorly Drained
TEXAS,LIVE OAK,Clay,5.65,3.0,75,Well Drained
TEXAS,BAILEY,Loam,7.25,2.19,50,Moderately Drained
TEXAS,CROSBY,Sandy Loam,7.16,2.06,100,Well Drained
TEXAS,BRAZORIA,Silt,5.93,2.73,100,Moderately Drained
VIRGINIA,ALBEMARLE,Silt,7.12,5.0,75,Poorly Drained
VIRGINIA,HANOVER,Clay,7.07,1.88,75,Poorly Drained
WEST VIRGINIA,BERKELEY,Loam,6.76,1.41,50,Well Drained
WEST VIRGINIA,GRANT,Loam,6.25,3.34,125,Well Drained
WEST VIRGINIA,GREENBRIER,Clay,6.04,2.95,100,Well Drained
WEST VIRGINIA,HAMPSHIRE,Silt,5.96,3.1,100,Moderately Drained
WEST VIRGINIA,HARDY,Sandy Loam,6.14,3.67,50,Poorly Drained
WEST VIRGINIA,JEFFERSON,Clay,7.31,2.07,50,Well Drained
WEST VIRGINIA,MINERAL,Sandy Loam,5.66,4.64,75,Well Drained
WEST VIRGINIA,OTHER (COMBINED) COUNTIES,Silt,7.16,2.74,75,Well Drained
WEST VIRGINIA,PENDLETON,Loam,6.2,1.52,125,Moderately Drained
WEST VIRGINIA,POCAHONTAS,Silt,6.54,3.97,50,Well Drained
WEST VIRGINIA,PRESTON,Clay,7.09,3.57,125,Well Drained
WEST VIRGINIA,WOOD,Loam,7.27,2.26,50,Moderately Drained
WEST VIRGINIA,MASON,Clay,6.19,3.49,100,Moderately Drained
WYOMING,GOSHEN,Clay,6.42,1.88,50,Well Drained
WYOMING,LARAMIE,Silt,6.33,2.78,50,Well Drained
WYOMING,OTHER (COMBINED) COUNTIES,Clay,5.53,4.6,100,Moderately Drained
COLORADO,MONTEZUMA,Silt,6.09,1.53,50,Poorly Drained
GEORGIA,CLINCH,Loam,6.42,2.55,125,Moderately Drained
GEORGIA,WAYNE,Silt,6.32,4.28,75,Poorly Drained
KANSAS,COMANCHE,Loam,6.94,4.88,75,Well Drained
MICHIGAN,CHEBOYGAN,Silt,6.27,2.82,125,Well Drained
MISSISSIPPI,MARSHALL,Sandy Loam,6.48,3.03,100,Poorly Drained
MONTANA,BLAINE,Sandy Loam,6.36,3.29,50,Moderately Drained
MONTANA,DANIELS,Clay,6.98,4.73,125,Well Drained
MONTANA,CARTER,Silt,7.23,4.43,75,Poorly Drained
NEBRASKA,THOMAS,Silt,6.56,1.68,75,Moderately Drained
NEW JERSEY,MORRIS,Loam,7.08,2.75,125,Poorly Drained
OKLAHOMA,CANADIAN,Clay,6.09,2.86,75,Moderately Drained
OKLAHOMA,NOWATA,Silt,6.58,4.16,125,Moderately Drained
SOUTH CAROLINA,KERSHAW,Clay,6.19,3.41,75,Moderately Drained
TENNESSEE,KNOX,Sandy Loam,6.33,3.62,125,Moderately Drained
TEXAS,OLDHAM,Silt,6.96,4.99,50,Poorly Drained
TEXAS,LUBBOCK,Silt,7.26,1.3,50,Poorly Drained
TEXAS,TERRY,Clay,5.74,1.89,50,Poorly Drained
VIRGINIA,SMYTH,Silt,6.77,2.63,50,Poorly Drained
VIRGINIA,BATH,Clay,6.66,2.39,75,Poorly Drained
WYOMING,BIG HORN,Silt,5.74,1.09,100,Moderately Drained
WYOMING,PARK,Loam,5.92,1.37,125,Well Drained
ALABAMA,HALE,Clay,6.12,3.72,100,Well Drained
ALABAMA,SUMTER,Silt,5.83,4.52,75,Poorly Drained
ARKANSAS,MILLER,Sandy Loam,5.99,3.06,75,Poorly Drained
ARKANSAS,FRANKLIN,Silt,6.04,3.16,100,Well Drained
GEORGIA,PULASKI,Sandy Loam,6.17,2.02,100,Moderately Drained
GEORGIA,WHITE,Sandy Loam,7.0,4.07,75,Poorly Drained
MISSISSIPPI,TISHOMINGO,Loam,6.64,4.01,75,Moderately Drained
MISSOURI,HOWELL,Clay,7.47,3.35,125,Well Drained
MONTANA,CHOUTEAU,Silt,6.33,1.85,50,Well Drained
MONTANA,MCCONE,Loam,7.01,1.39,50,Poorly Drained
MONTANA,STILLWATER,Silt,7.24,1.26,125,Moderately Drained
MONTANA,CUSTER,Sandy Loam,6.86,3.37,100,Poorly Drained
NEW JERSEY,SOMERSET,Clay,6.32,4.3,75,Well Drained
NEW JERSEY,SUSSEX,Silt,7.01,4.43,100,Moderately Drained
NORTH CAROLINA,MACON,Silt,5.91,2.85,50,Poorly Drained
TEXAS,BASTROP,Sandy Loam,6.16,4.14,50,Poorly Drained
VIRGINIA,CLARKE,Silt,6.59,4.79,100,Poorly Drained
VIRGINIA,RAPPAHANNOCK,Silt,6.65,2.1,50,Well Drained
VIRGINIA,WARREN,Sandy Loam,5.54,2.59,75,Poorly Drained
VIRGINIA,BLAND,Loam,7.39,4.73,125,Moderately Drained
VIRGINIA,MONTGOMERY,Sandy Loam,6.89,2.35,100,Poorly Drained
VIRGINIA,PULASKI,Loam,6.49,4.66,75,Well Drained
WEST VIRGINIA,MORGAN,Clay,7.37,4.92,75,Poorly Drained
WEST VIRGINIA,RANDOLPH,Loam,6.38,3.65,50,Well Drained
WYOMING,PLATTE,Loam,7.46,4.27,75,Well Drained
ALABAMA,MONTGOMERY,Clay,6.52,4.0,100,Moderately Drained
ALABAMA,MOBILE,Loam,5.73,3.8,75,Moderately Drained
ALABAMA,WASHINGTON,Sandy Loam,7.03,2.23,125,Poorly Drained
CALIFORNIA,KINGS,Loam,6.86,1.23,75,Well Drained
CALIFORNIA,TULARE,Clay,7.05,2.37,75,Well Drained
GEORGIA,EFFINGHAM,Sandy Loam,7.4,3.67,125,Moderately Drained
GEORGIA,CRISP,Clay,7.05,1.41,75,Moderately Drained
GEORGIA,ECHOLS,Clay,6.72,1.05,75,Poorly Drained
KENTUCKY,CLAY,Silt,7.21,1.56,50,Well Drained
MISSOURI,RIPLEY,Silt,6.85,3.86,100,Moderately Drained
MONTANA,TOOLE,Clay,6.32,4.89,50,Poorly Drained
MONTANA,TREASURE,Clay,7.27,4.93,100,Well Drained
MONTANA,PRAIRIE,Clay,5.94,2.98,125,Well Drained
NORTH CAROLINA,MONTGOMERY,Silt,6.93,4.48,125,Moderately Drained
OKLAHOMA,LOGAN,Silt,7.26,3.95,125,Poorly Drained
SOUTH DAKOTA,JACKSON,Loam,6.96,3.0,100,Moderately Drained
SOUTH DAKOTA,LAWRENCE,Loam,6.89,3.29,100,Poorly Drained
SOUTH DAKOTA,STANLEY,Clay,7.01,1.55,100,Well Drained
TENNESSEE,HAMILTON,Sandy Loam,6.43,4.75,125,Poorly Drained
TEXAS,DONLEY,Sandy Loam,7.25,2.41,100,Poorly Drained
VIRGINIA,GOOCHLAND,Silt,5.91,2.78,75,Poorly Drained
WEST VIRGINIA,MONROE,Silt,5.75,3.69,50,Poorly Drained
WEST VIRGINIA,JACKSON,Silt,6.07,2.34,125,Poorly Drained
WYOMING,WASHAKIE,Clay,6.56,2.02,50,Moderately Drained
ARKANSAS,FAULKNER,Sandy Loam,6.52,3.52,75,Poorly Drained
ARKANSAS,PULASKI,Loam,7.14,1.1,100,Poorly Drained
CALIFORNIA,BUTTE,Clay,6.31,3.88,50,Well Drained
GEORGIA,WHEELER,Loam,6.47,3.06,75,Poorly Drained
GEORGIA,TELFAIR,Loam,5.53,3.42,75,Well Drained
KENTUCKY,ROBERTSON,Clay,6.32,3.53,50,Moderately Drained
LOUISIANA,CALDWELL,Loam,6.8,3.11,125,Moderately Drained
MISSOURI,PULASKI,Sandy Loam,5.53,3.33,50,Poorly Drained
MONTANA,LAKE,Loam,6.06,3.74,125,Moderately Drained
MONTANA,BIG HORN,Sandy Loam,5.92,4.01,100,Poorly Drained
MONTANA,ROSEBUD,Sandy Loam,5.58,3.91,125,Moderately Drained
NEW YORK,SCHENECTADY,Sandy Loam,6.46,4.48,100,Poorly Drained
TEXAS,POTTER,Silt,5.86,1.76,50,Poorly Drained
TEXAS,RUNNELS,Loam,6.99,2.6,100,Well Drained
VIRGINIA,GREENE,Clay,7.2,4.79,75,Well Drained
VIRGINIA,PRINCE WILLIAM,Clay,6.59,2.59,100,Well Drained
ALABAMA,GREENE,Loam,7.46,1.5,125,Well Drained
ALABAMA,PICKENS,Silt,6.4,3.1,125,Poorly Drained
GEORGIA,LONG,Silt,6.53,1.44,125,Moderately Drained
MISSISSIPPI,COVINGTON,Sandy Loam,7.48,1.81,100,Poorly Drained
NEW JERSEY,MONMOUTH,Loam,5.96,4.99,125,Well Drained
NEW JERSEY,OCEAN,Loam,7.39,3.17,125,Well Drained
NORTH CAROLINA,CARTERET,Clay,5.59,2.14,75,Moderately Drained
VIRGINIA,HENRICO,Loam,6.39,4.98,100,Well Drained
ARKANSAS,POPE,Silt,5.64,4.87,75,Poorly Drained
ARKANSAS,SEBASTIAN,Loam,6.96,2.76,125,Poorly Drained
CALIFORNIA,TEHAMA,Clay,6.72,2.04,125,Poorly Drained
MICHIGAN,OSCODA,Sandy Loam,6.91,4.35,125,Poorly Drained
MISSOURI,CRAWFORD,Clay,6.25,3.86,100,Poorly Drained
MISSOURI,STONE,Clay,6.24,3.75,50,Moderately Drained
NEW YORK,SULLIVAN,Sandy Loam,5.59,4.57,125,Poorly Drained
OKLAHOMA,WOODWARD,Clay,6.2,3.76,125,Well Drained
SOUTH CAROLINA,YORK,Clay,7.36,2.14,125,Well Drained
SOUTH CAROLINA,JASPER,Loam,6.26,3.78,125,Well Drained
TEXAS,BOSQUE,Loam,7.16,2.22,100,Well Drained
TEXAS,HAMILTON,Sandy Loam,7.18,4.04,50,Moderately Drained
TEXAS,MCCULLOCH,Loam,6.25,3.48,50,Well Drained
TEXAS,REAGAN,Loam,6.76,1.31,50,Moderately Drained
TEXAS,EL PASO,Clay,5.69,3.05,125,Well Drained
TEXAS,LIBERTY,Silt,5.71,2.37,125,Moderately Drained
VIRGINIA,PATRICK,Loam,5.6,2.31,50,Moderately Drained
VIRGINIA,TAZEWELL,Silt,6.66,3.41,50,Moderately Drained
ARIZONA,OTHER COUNTIES,Loam,6.35,2.29,125,Well Drained
ARIZONA,MARICOPA,Loam,6.6,4.11,125,Moderately Drained
ARIZONA,PINAL,Sandy Loam,6.54,1.28,75,Poorly Drained
COLORADO,CONEJOS,Sandy Loam,6.2,3.64,75,Poorly Drained
COLORADO,COSTILLA,Sandy Loam,6.85,4.24,75,Well Drained
COLORADO,RIO GRANDE,Silt,7.02,3.69,50,Poorly Drained
COLORADO,SAGUACHE,Clay,5.53,2.99,100,Poorly Drained
IDAHO,BANNOCK,Loam,5.91,4.8,125,Poorly Drained
IDAHO,BEAR LAKE,Loam,6.93,2.2,75,Well Drained
IDAHO,BONNEVILLE,Loam,6.27,1.08,100,Well Drained
IDAHO,CARIBOU,Silt,6.82,2.73,125,Poorly Drained
IDAHO,FREMONT,Sandy Loam,6.19,1.13,100,Well Drained
IDAHO,JEFFERSON,Clay,6.28,4.82,50,Moderately Drained
IDAHO,MADISON,Silt,5.82,1.84,50,Poorly Drained
IDAHO,ONEIDA,Sandy Loam,6.02,4.16,50,Well Drained
IDAHO,BOUNDARY,Silt,6.71,4.1,75,Well Drained
IDAHO,LATAH,Clay,6.37,1.87,125,Poorly Drained
IDAHO,BLAINE,Sandy Loam,7.05,3.48,50,Well Drained
IDAHO,MINIDOKA,Silt,7.21,1.19,75,Poorly Drained
MONTANA,OTHER COUNTIES,Clay,6.58,2.93,75,Well Drained
MONTANA,BROADWATER,Loam,7.02,1.06,75,Moderately Drained
MONTANA,CASCADE,Clay,6.11,4.68,75,Poorly Drained
MONTANA,FERGUS,Loam,6.33,4.9,50,Moderately Drained
MONTANA,GOLDEN VALLEY,Silt,6.93,1.89,75,Poorly Drained
MONTANA,LEWIS AND CLARK,Sandy Loam,6.27,1.83,50,Well Drained
MONTANA,MUSSELSHELL,Sandy Loam,6.68,4.01,50,Moderately Drained
MONTANA,GLACIER,Silt,5.87,2.01,75,Well Drained
MONTANA,HILL,Sandy Loam,6.7,4.58,50,Poorly Drained
MONTANA,LIBERTY,Sandy Loam,7.22,3.3,125,Poorly Drained
MONTANA,PHILLIPS,Loam,7.24,2.4,125,Poorly Drained
MONTANA,PONDERA,Silt,6.95,4.33,100,Poorly Drained
MONTANA,TETON,Clay,6.99,2.97,125,Poorly Drained
MONTANA,FLATHEAD,Loam,6.62,4.65,50,Moderately Drained
MONTANA,PARK,Silt,6.67,4.71,50,Poorly Drained
MONTANA,GALLATIN,Loam,5.77,1.66,125,Well Drained
WASHINGTON,LINCOLN,Clay,6.39,1.01,75,Moderately Drained
WASHINGTON,SPOKANE,Clay,6.4,4.94,75,Well Drained
WASHINGTON,STEVENS,Silt,7.42,4.62,50,Poorly Drained
WASHINGTON,COLUMBIA,Clay,6.36,1.22,75,Well Drained
WASHINGTON,WHITMAN,Loam,6.6,4.33,100,Moderately Drained
WASHINGTON,CLALLAM,Clay,6.57,2.83,100,Moderately Drained
WYOMING,OTHER COUNTIES,Loam,6.77,2.04,125,Moderately Drained
WYOMING,SWEETWATER,Loam,7.0,4.51,125,Well Drained
WYOMING,LINCOLN,Clay,5.95,1.79,75,Moderately Drained
WYOMING,TETON,Silt,6.56,4.79,50,Well Drained
CALIFORNIA,SAN LUIS OBISPO,Sandy Loam,7.15,1.82,125,Poorly Drained
CALIFORNIA,SISKIYOU,Clay,6.43,3.45,100,Poorly Drained
IDAHO,IDAHO,Loam,6.06,1.89,125,Well Drained
MONTANA,JUDITH BASIN,Loam,6.81,3.18,125,Moderately Drained
MONTANA,ROOSEVELT,Clay,7.15,3.74,100,Well Drained
MONTANA,POWDER RIVER,Silt,5.63,1.76,50,Well Drained
WASHINGTON,SKAGIT,Silt,7.05,3.08,125,Well Drained
COLORADO,ALAMOSA,Loam,7.14,2.88,125,Poorly Drained
IDAHO,BUTTE,Loam,6.42,1.28,125,Well Drained
IDAHO,CUSTER,Silt,7.47,4.27,75,Poorly Drained
IDAHO,LEWIS,Sandy Loam,7.07,2.34,125,Well Drained
IDAHO,NEZ PERCE,Clay,7.05,3.3,100,Poorly Drained
IDAHO,CAMAS,Loam,7.0,3.06,50,Well Drained
MONTANA,MEAGHER,Loam,5.8,3.05,50,Well Drained
MONTANA,MADISON,Silt,5.93,1.43,100,Moderately Drained
CALIFORNIA,MONTEREY,Clay,6.43,2.69,75,Moderately Drained
CALIFORNIA,MODOC,Silt,6.03,2.81,100,Well Drained
MONTANA,BEAVERHEAD,Clay,6.33,3.93,50,Well Drained
IDAHO,BENEWAH,Clay,7.28,4.36,100,Well Drained
MONTANA,RAVALLI,Clay,7.15,3.18,75,Well Drained
MONTANA,WHEATLAND,Loam,6.76,1.35,50,Moderately Drained
WASHINGTON,KLICKITAT,Sandy Loam,7.22,1.95,75,Poorly Drained
WASHINGTON,GARFIELD,Silt,7.07,1.66,100,Well Drained
WYOMING,FREMONT,Sandy Loam,6.36,1.5,125,Moderately Drained
WYOMING,HOT SPRINGS,Silt,5.9,2.46,100,Well Drained
ARIZONA,OTHER (COMBINED) COUNTIES,Clay,6.53,1.92,75,Well Drained
OREGON,GILLIAM,Loam,6.97,1.87,100,Poorly Drained
OREGON,MORROW,Sandy Loam,6.37,1.22,125,Well Drained
OREGON,SHERMAN,Loam,6.83,1.07,75,Well Drained
OREGON,WASCO,Silt,5.69,1.41,100,Poorly Drained
OREGON,OTHER (COMBINED) COUNTIES,Loam,7.0,1.69,75,Poorly Drained
OREGON,UNION,Loam,7.13,2.72,75,Poorly Drained
OREGON,WALLOWA,Sandy Loam,6.91,3.04,50,Poorly Drained
OREGON,KLAMATH,Clay,7.43,1.56,50,Moderately Drained
OREGON,MALHEUR,Loam,7.15,2.7,75,Moderately Drained
UTAH,JUAB,Clay,7.31,2.37,100,Moderately Drained
UTAH,MILLARD,Silt,7.37,1.73,100,Well Drained
UTAH,OTHER (COMBINED) COUNTIES,Loam,7.1,1.03,100,Poorly Drained
UTAH,UTAH,Sandy Loam,6.85,2.87,125,Poorly Drained
UTAH,BOX ELDER,Silt,5.51,3.74,75,Moderately Drained
UTAH,CACHE,Silt,6.43,1.91,75,Well Drained
UTAH,MORGAN,Sandy Loam,6.64,1.53,125,Well Drained
WASHINGTON,SNOHOMISH,Loam,6.11,4.55,75,Well Drained
UTAH,SANPETE,Loam,6.14,2.1,75,Moderately Drained
IDAHO,TETON,Silt,7.42,1.89,125,Well Drained
IDAHO,CLEARWATER,Loam,7.28,4.43,50,Well Drained
OREGON,BAKER,Clay,7.2,4.27,75,Well Drained
OREGON,UMATILLA,Sandy Loam,6.31,2.79,125,Poorly Drained
UTAH,SEVIER,Clay,5.53,2.96,100,Moderately Drained
UTAH,RICH,Loam,5.66,1.87,50,Poorly Drained
WYOMING,CROOK,Silt,6.12,1.31,100,Poorly Drained
CALIFORNIA,LASSEN,Sandy Loam,5.53,3.29,75,Moderately Drained
IDAHO,CLARK,Loam,5.53,1.39,50,Poorly Drained
IDAHO,KOOTENAI,Loam,7.33,2.8,125,Well Drained
MONTANA,POWELL,Silt,6.91,4.76,75,Well Drained
WASHINGTON,LEWIS,Silt,6.12,4.81,125,Well Drained
IDAHO,LEMHI,Clay,5.77,1.96,50,Well Drained
MONTANA,SWEET GRASS,Sandy Loam,6.52,3.5,100,Moderately Drained
MONTANA,WIBAUX,Sandy Loam,5.51,2.9,75,Poorly Drained
OREGON,WASHINGTON,Silt,7.38,4.5,75,Poorly Drained
UTAH,DUCHESNE,Clay,6.33,2.09,125,Well Drained
UTAH,UINTAH,Sandy Loam,6.3,1.01,50,Well Drained
UTAH,WEBER,Silt,6.28,1.65,125,Poorly Drained
WASHINGTON,ISLAND,Loam,5.64,2.4,50,Moderately Drained
UTAH,TOOELE,Sandy Loam,6.78,2.26,75,Poorly Drained
WASHINGTON,OKANOGAN,Clay,6.97,4.17,50,Well Drained
WYOMING,SHERIDAN,Clay,6.85,3.72,75,Well Drained
ARIZONA,GRAHAM,Clay,5.78,2.2,50,Moderately Drained
ARIZONA,YUMA,Loam,6.66,2.83,100,Poorly Drained
